point_id,mileage,zone,session,date,increment_mm,rate,cumulative_mm,replicate
C53,K22+750,K22,6,2022-05-31,-3.2,-0.09,-10.3,1
C53,K22+750,K22,7,2022-06-24,-1.5,-0.06,-11.8,1
C53,K22+750,K22,8,2022-07-16,-0.4,-0.02,-12.2,1
C54,K22+590,K22,1,2021-12-10,-1.5,-0.05,-1.5,1
C54,K22+590,K22,2,2022-02-18,2.8,0.04,1.3,1
C54,K22+590,K22,3,2022-03-08,-1.6,-0.09,-0.3,1
C54,K22+590,K22,4,2022-04-06,1.9,0.07,1.6,1
C54,K22+590,K22,5,2022-04-27,-1.1,-0.05,0.5,1
C54,K22+590,K22,6,2022-05-31,-2.5,-0.07,-2.0,1
C54,K22+590,K22,7,2022-06-24,-2.2,-0.09,-4.2,1
C54,K22+590,K22,8,2022-07-16,1.4,0.06,-2.8,1
C55,JPK20+650,JPK,1,2021-12-10,1.1,0.04,1.1,1
C55,JPK20+650,JPK,2,2022-02-18,2.1,0.03,3.3,1
C55,JPK20+650,JPK,3,2022-03-08,-2.3,-0.13,1.0,1
C55,JPK20+650,JPK,4,2022-04-06,2.2,0.08,3.2,1
C55,JPK20+650,JPK,5,2022-04-27,1.0,0.05,4.2,1
C55,JPK20+650,JPK,6,2022-05-31,-2.0,-0.06,2.2,1
C55,JPK20+650,JPK,7,2022-06-24,-0.1,-0.01,2.1,1
C55,JPK20+650,JPK,8,2022-07-16,-0.2,-0.01,1.9,1
C56,K22+520,K22,1,2021-12-10,1.2,0.05,1.2,1
C56,K22+520,K22,2,2022-02-18,1.9,0.03,3.1,1
C56,K22+520,K22,3,2022-03-08,-3.6,-0.2,-0.5,1
C56,K22+520,K22,4,2022-04-06,-3.2,-0.11,-3.7,1
C56,K22+520,K22,5,2022-04-27,-2.9,-0.14,-6.6,1
C56,K22+520,K22,6,2022-05-31,-2.1,-0.06,-8.6,1
C56,K22+520,K22,7,2022-06-24,1.2,0.05,-7.4,1
C56,K22+520,K22,8,2022-07-16,0.6,0.03,-6.8,1
C57,K22+450,K22,1,2021-12-10,1.3,0.05,1.3,1
C57,K22+450,K22,2,2022-02-18,0.8,0.01,2.1,1
C57,K22+450,K22,3,2022-03-08,-1.9,-0.1,0.2,1
C57,K22+450,K22,4,2022-04-06,-1.4,-0.05,-1.2,1
C57,K22+450,K22,5,2022-04-27,0.9,0.04,-0.3,1
C57,K22+450,K22,6,2022-05-31,-2.1,-0.06,-2.4,1
C57,K22+450,K22,7,2022-06-24,0.7,0.03,-1.7,1
C57,K22+450,K22,8,2022-07-16,-0.5,-0.02,-2.2,1
C58,K22+400,K22,1,2021-12-10,4.2,0.16,4.2,1
C58,K22+400,K22,2,2022-02-18,0.2,0.0,4.4,1
C58,K22+400,K22,3,2022-03-08,-2.1,-0.11,2.4,1
C58,K22+400,K22,4,2022-04-06,1.0,0.04,3.4,1
C58,K22+400,K22,5,2022-04-27,1.1,0.05,4.5,1
C58,K22+400,K22,6,2022-05-31,1.3,0.04,5.8,1
C58,K22+400,K22,7,2022-06-24,1.6,0.06,7.4,1
C58,K22+400,K22,8,2022-07-16,0.7,0.03,8.1,1
C59,K22+400,K22,1,2021-12-10,4.5,0.17,4.5,1
C59,K22+400,K22,2,2022-02-18,-0.3,0.0,4.2,1
C59,K22+400,K22,3,2022-03-08,-1.8,-0.1,2.3,1
C59,K22+400,K22,4,2022-04-06,-0.1,0.0,2.2,1
C59,K22+400,K22,5,2022-04-27,1.0,0.05,3.2,1
C59,K22+400,K22,6,2022-05-31,-2.3,-0.07,0.9,1
C59,K22+400,K22,7,2022-06-24,-1.3,-0.05,-0.4,1
C59,K22+400,K22,8,2022-07-16,2.0,0.09,1.6,1
C6,K21+470,K21,1,2021-12-10,1.1,0.04,1.1,1
C6,K21+470,K21,2,2022-02-18,3.1,0.04,4.2,1
C6,K21+470,K21,3,2022-03-08,-1.1,-0.06,3.1,1
C6,K21+470,K21,4,2022-04-06,0.8,0.03,3.9,1
C6,K21+470,K21,5,2022-04-27,-2.1,-0.1,1.8,1
C6,K21+470,K21,6,2022-05-31,-0.9,-0.03,0.9,1
C6,K21+470,K21,7,2022-06-24,1.9,0.08,2.8,1
C6,K21+470,K21,8,2022-07-16,0.4,0.02,3.2,1
C60,K22+320,K22,1,2021-12-10,3.4,0.13,3.4,1
C60,K22+320,K22,2,2022-02-18,0.5,0.01,3.9,1
C60,K22+320,K22,3,2022-03-08,-1.9,-0.11,2.0,1
C60,K22+320,K22,4,2022-04-06,-0.2,-0.01,1.8,1
C60,K22+320,K22,5,2022-04-27,0.8,0.04,2.6,1
C60,K22+320,K22,6,2022-05-31,4.0,0.12,6.6,1
C60,K22+320,K22,7,2022-06-24,0.0,0.0,6.6,1
C60,K22+320,K22,8,2022-07-16,2.1,0.1,8.7,1
C61,,RAMP,1,2021-12-10,3.2,0.12,3.2,1
C61,,RAMP,2,2022-02-18,0.8,0.01,4.0,1
C61,,RAMP,3,2022-03-08,0.9,0.05,4.9,1
C61,,RAMP,4,2022-04-06,-2.9,-0.1,2.0,1
C61,,RAMP,5,2022-04-27,1.1,0.05,3.2,1
C61,,RAMP,6,2022-05-31,1.0,0.03,4.2,1
C61,,RAMP,7,2022-06-24,-0.3,-0.01,3.9,1
C61,,RAMP,8,2022-07-16,-1.1,-0.05,2.8,1
C62,,RAMP,1,2021-12-10,3.1,0.11,3.1,1
C62,,RAMP,2,2022-02-18,0.7,0.01,3.8,1
C62,,RAMP,3,2022-03-08,0.7,0.04,4.5,1
C62,,RAMP,4,2022-04-06,0.1,0.01,4.6,1
C62,,RAMP,5,2022-04-27,0.9,0.04,5.5,1
C62,,RAMP,6,2022-05-31,-1.1,-0.03,4.4,1
C62,,RAMP,7,2022-06-24,2.0,0.08,6.4,1
C62,,RAMP,8,2022-07-16,-1.2,-0.05,5.2,1
C63,JPK20+080,JPK,1,2021-12-10,2.0,0.07,2.0,1
C63,JPK20+080,JPK,2,2022-02-18,1.5,0.02,3.5,1
C63,JPK20+080,JPK,3,2022-03-08,1.0,0.06,4.5,1
C63,JPK20+080,JPK,4,2022-04-06,-2.6,-0.09,1.9,1
C63,JPK20+080,JPK,5,2022-04-27,1.2,0.06,3.1,1
C63,JPK20+080,JPK,6,2022-05-31,3.3,0.1,6.4,1
C63,JPK20+080,JPK,7,2022-06-24,1.8,0.07,8.2,1
C63,JPK20+080,JPK,8,2022-07-16,-2.2,-0.1,6.0,1
C64,JPK20+190,JPK,1,2021-12-10,2.1,0.08,2.1,1
C64,JPK20+190,JPK,2,2022-02-18,-0.1,0.0,2.0,1
C64,JPK20+190,JPK,3,2022-03-08,0.8,0.04,2.8,1
C64,JPK20+190,JPK,4,2022-04-06,-1.2,-0.04,1.5,1
C64,JPK20+190,JPK,5,2022-04-27,0.8,0.04,2.4,1
C64,JPK20+190,JPK,6,2022-05-31,-1.6,-0.05,0.8,1
C64,JPK20+190,JPK,7,2022-06-24,-0.7,-0.03,0.0,1
C64,JPK20+190,JPK,8,2022-07-16,-1.6,-0.07,-1.6,1
C65,JPK20+120,JPK,1,2021-12-10,2.2,0.08,2.2,1
C65,JPK20+120,JPK,2,2022-02-18,-2.6,-0.04,-0.4,1
C65,JPK20+120,JPK,3,2022-03-08,1.4,0.08,1.0,1
C65,JPK20+120,JPK,4,2022-04-06,-5.0,-0.17,-4.0,1
C65,JPK20+120,JPK,5,2022-04-27,0.9,0.04,-3.1,1
C65,JPK20+120,JPK,6,2022-05-31,-1.3,-0.04,-4.3,1
C65,JPK20+120,JPK,7,2022-06-24,-0.8,-0.03,-5.2,1
C65,JPK20+120,JPK,8,2022-07-16,0.2,0.01,-5.0,1
C66,JPK19+990,JPK,1,2021-12-10,-0.5,-0.02,-0.5,1
C66,JPK19+990,JPK,2,2022-02-18,3.1,0.04,2.6,1
C66,JPK19+990,JPK,3,2022-03-08,1.5,0.08,4.1,1
C66,JPK19+990,JPK,4,2022-04-06,-3.0,-0.1,1.1,1
C66,JPK19+990,JPK,5,2022-04-27,0.9,0.05,2.1,1
C66,JPK19+990,JPK,6,2022-05-31,-0.3,-0.01,1.8,1
C66,JPK19+990,JPK,7,2022-06-24,1.3,0.05,3.1,1
C66,JPK19+990,JPK,8,2022-07-16,0.9,0.04,3.9,1
C67,JPK19+940,JPK,1,2021-12-10,0.8,0.03,0.8,1
C67,JPK19+940,JPK,2,2022-02-18,-1.5,-0.02,-0.7,1
C67,JPK19+940,JPK,3,2022-03-08,0.9,0.05,0.2,1
C67,JPK19+940,JPK,4,2022-04-06,-1.7,-0.06,-1.5,1
C67,JPK19+940,JPK,5,2022-04-27,1.0,0.05,-0.6,1
C67,JPK19+940,JPK,6,2022-05-31,2.8,0.08,2.2,1
C67,JPK19+940,JPK,7,2022-06-24,0.0,0.0,2.2,1
C67,JPK19+940,JPK,8,2022-07-16,1.3,0.06,3.5,1
C68,JPK19+880,JPK,1,2021-12-10,1.4,0.05,1.4,1
C68,JPK19+880,JPK,2,2022-02-18,-2.4,-0.03,-1.0,1
C68,JPK19+880,JPK,3,2022-03-08,1.5,0.08,0.5,1
C68,JPK19+880,JPK,4,2022-04-06,-2.3,-0.08,-1.8,1
C68,JPK19+880,JPK,5,2022-04-27,1.1,0.05,-0.7,1
C68,JPK19+880,JPK,6,2022-05-31,0.3,0.01,-0.4,1
C68,JPK19+880,JPK,7,2022-06-24,-2.1,-0.09,-2.4,1
C68,JPK19+880,JPK,8,2022-07-16,2.0,0.09,-0.4,1
C69,JPK19+840,JPK,1,2021-12-10,2.3,0.09,2.3,1
C69,JPK19+840,JPK,2,2022-02-18,-1.8,-0.03,0.5,1
C69,JPK19+840,JPK,3,2022-03-08,1.4,0.08,1.9,1
C69,JPK19+840,JPK,4,2022-04-06,-0.2,-0.01,1.7,1
C69,JPK19+840,JPK,5,2022-04-27,0.9,0.04,2.5,1
C69,JPK19+840,JPK,6,2022-05-31,-1.1,-0.03,1.4,1
C69,JPK19+840,JPK,7,2022-06-24,-0.7,-0.03,0.7,1
C69,JPK19+840,JPK,8,2022-07-16,-1.8,-0.08,-1.1,1
C7,K21+845,K21,1,2021-12-10,-2.1,-0.08,-2.1,1
C7,K21+845,K21,2,2022-02-18,3.2,0.05,1.2,1
C7,K21+845,K21,3,2022-03-08,-3.2,-0.18,-2.0,1
C7,K21+845,K21,4,2022-04-06,-2.4,-0.08,-4.4,1
C7,K21+845,K21,5,2022-04-27,-2.1,-0.1,-6.5,1
C7,K21+845,K21,6,2022-05-31,-2.3,-0.07,-8.8,1
C7,K21+845,K21,7,2022-06-24,-1.5,-0.06,-10.2,1
C7,K21+845,K21,8,2022-07-16,1.0,0.05,-9.2,1
C70,JPK19+780,JPK,1,2021-12-10,0.8,0.03,0.8,1
C70,JPK19+780,JPK,2,2022-02-18,-2.5,-0.04,-1.6,1
C70,JPK19+780,JPK,3,2022-03-08,1.3,0.07,-0.3,1
C70,JPK19+780,JPK,4,2022-04-06,-1.4,-0.05,-1.7,1
C70,JPK19+780,JPK,5,2022-04-27,1.0,0.05,-0.7,1
C70,JPK19+780,JPK,6,2022-05-31,-1.9,-0.06,-2.5,1
C70,JPK19+780,JPK,7,2022-06-24,-0.5,-0.02,-3.1,1
C70,JPK19+780,JPK,8,2022-07-16,-1.0,-0.05,-4.1,1
C71,JPK19+730,JPK,1,2021-12-10,0.6,0.02,0.6,1
C71,JPK19+730,JPK,2,2022-02-18,-1.5,-0.02,-0.9,1
C71,JPK19+730,JPK,3,2022-03-08,0.9,0.05,0.0,1
C71,JPK19+730,JPK,4,2022-04-06,-4.3,-0.15,-4.3,1
C71,JPK19+730,JPK,5,2022-04-27,-3.8,-0.18,-8.1,1
C71,JPK19+730,JPK,6,2022-05-31,-2.7,-0.08,-10.8,1
C71,JPK19+730,JPK,7,2022-06-24,-1.2,-0.05,-11.9,1
C71,JPK19+730,JPK,8,2022-07-16,-0.7,-0.03,-12.7,1
C72,JPK20+100,JPK,1,2021-12-10,2.6,0.09,2.6,1
C72,JPK20+100,JPK,2,2022-02-18,-0.7,-0.01,1.9,1
C72,JPK20+100,JPK,3,2022-03-08,1.2,0.07,3.1,1
C72,JPK20+100,JPK,4,2022-04-06,-1.1,-0.04,2.0,1
C72,JPK20+100,JPK,5,2022-04-27,0.8,0.04,2.9,1
C72,JPK20+100,JPK,6,2022-05-31,1.6,0.05,4.4,1
C72,JPK20+100,JPK,7,2022-06-24,0.0,0.0,4.4,1
C72,JPK20+100,JPK,8,2022-07-16,-2.0,-0.09,2.4,1
C73,JPK20+160,JPK,1,2021-12-10,2.9,0.11,2.9,1
C73,JPK20+160,JPK,2,2022-02-18,-1.2,-0.02,1.7,1
C73,JPK20+160,JPK,3,2022-03-08,1.2,0.06,2.9,1
C73,JPK20+160,JPK,4,2022-04-06,-4.0,-0.14,-1.1,1
C73,JPK20+160,JPK,5,2022-04-27,1.1,0.05,0.0,1
C73,JPK20+160,JPK,6,2022-05-31,2.4,0.07,2.4,1
C73,JPK20+160,JPK,7,2022-06-24,2.0,0.08,4.3,1
C73,JPK20+160,JPK,8,2022-07-16,1.7,0.08,6.1,1
C74,JPK20+260,JPK,1,2021-12-10,2.9,0.11,2.9,1
C74,JPK20+260,JPK,2,2022-02-18,-1.8,-0.03,1.1,1
C74,JPK20+260,JPK,3,2022-03-08,1.5,0.09,2.7,1
C74,JPK20+260,JPK,4,2022-04-06,-2.9,-0.1,-0.2,1
C74,JPK20+260,JPK,5,2022-04-27,1.1,0.05,0.8,1
C74,JPK20+260,JPK,6,2022-05-31,-1.5,-0.04,-0.7,1
C74,JPK20+260,JPK,7,2022-06-24,-1.4,-0.06,-2.0,1
C74,JPK20+260,JPK,8,2022-07-16,2.0,0.09,0.0,1
C75,JPK20+300,JPK,1,2021-12-10,1.9,0.07,1.9,1
C75,JPK20+300,JPK,2,2022-02-18,0.6,0.01,2.5,1
C75,JPK20+300,JPK,3,2022-03-08,0.8,0.05,3.3,1
C75,JPK20+300,JPK,4,2022-04-06,-4.2,-0.15,-0.9,1
C75,JPK20+300,JPK,5,2022-04-27,0.8,0.04,-0.1,1
C75,JPK20+300,JPK,6,2022-05-31,-2.5,-0.07,-2.5,1
C75,JPK20+300,JPK,7,2022-06-24,-1.7,-0.07,-4.2,1
C75,JPK20+300,JPK,8,2022-07-16,-0.1,-0.01,-4.4,1
C76,JPK20+390,JPK,1,2021-12-10,2.0,0.07,2.0,1
C76,JPK20+390,JPK,2,2022-02-18,0.8,0.01,2.8,1
C76,JPK20+390,JPK,3,2022-03-08,-4.5,-0.25,-1.6,1
C76,JPK20+390,JPK,4,2022-04-06,-2.4,-0.08,-4.0,1
C76,JPK20+390,JPK,5,2022-04-27,0.9,0.04,-3.1,1
C76,JPK20+390,JPK,6,2022-05-31,-2.2,-0.07,-5.4,1
C76,JPK20+390,JPK,7,2022-06-24,-2.0,-0.08,-7.3,1
C76,JPK20+390,JPK,8,2022-07-16,-0.8,-0.04,-8.1,1
C77,JPK20+400,JPK,1,2021-12-10,1.7,0.06,1.7,1
C77,JPK20+400,JPK,2,2022-02-18,1.1,0.02,2.8,1
C77,JPK20+400,JPK,3,2022-03-08,1.0,0.05,3.8,1
C77,JPK20+400,JPK,4,2022-04-06,-4.0,-0.14,-0.2,1
C77,JPK20+400,JPK,5,2022-04-27,0.9,0.04,0.7,1
C77,JPK20+400,JPK,6,2022-05-31,-2.6,-0.08,-1.9,1
C77,JPK20+400,JPK,7,2022-06-24,-1.2,-0.05,-3.0,1
C77,JPK20+400,JPK,8,2022-07-16,-0.4,-0.02,-3.4,1
C78,,RAMP,1,2021-12-10,1.3,0.05,1.3,1
C78,,RAMP,2,2022-02-18,0.9,0.01,2.2,1
C78,,RAMP,3,2022-03-08,1.2,0.07,3.4,1
C78,,RAMP,4,2022-04-06,-2.2,-0.07,1.2,1
C78,,RAMP,5,2022-04-27,1.0,0.05,2.2,1
C78,,RAMP,6,2022-05-31,-3.3,-0.1,-1.1,1
C78,,RAMP,7,2022-06-24,-1.3,-0.05,-2.4,1
C78,,RAMP,8,2022-07-16,-0.6,-0.03,-3.0,1
C79,,RAMP,1,2021-12-10,2.1,0.08,2.1,1
C79,,RAMP,2,2022-02-18,0.5,0.01,2.6,1
C79,,RAMP,3,2022-03-08,-1.0,-0.06,1.6,1
C79,,RAMP,4,2022-04-06,-1.6,-0.06,0.0,1
C79,,RAMP,5,2022-04-27,-1.1,-0.05,-1.1,1
C79,,RAMP,6,2022-05-31,-1.1,-0.03,-2.2,1
C79,,RAMP,7,2022-06-24,0.9,0.04,-1.3,1
C79,,RAMP,8,2022-07-16,-1.6,-0.07,-2.9,1
C8,K21+885,K21,1,2021-12-10,0.6,0.02,0.6,1
C8,K21+885,K21,2,2022-02-18,4.2,0.06,4.8,1
C8,K21+885,K21,3,2022-03-08,-1.0,-0.06,3.8,1
C8,K21+885,K21,4,2022-04-06,-2.3,-0.08,1.5,1
C8,K21+885,K21,5,2022-04-27,-3.0,-0.14,-1.5,1
C8,K21+885,K21,6,2022-05-31,-2.8,-0.08,-4.3,1
C8,K21+885,K21,7,2022-06-24,-1.4,-0.06,-5.7,1
C8,K21+885,K21,8,2022-07-16,-0.5,-0.02,-6.2,1
C80,JPK21+340,JPK,1,2021-12-10,1.0,0.04,1.0,1
C80,JPK21+340,JPK,2,2022-02-18,-2.8,-0.04,-1.8,1
C80,JPK21+340,JPK,3,2022-03-08,1.3,0.07,-0.5,1
C80,JPK21+340,JPK,4,2022-04-06,-1.7,-0.06,-2.2,1
C80,JPK21+340,JPK,5,2022-04-27,-1.5,-0.07,-3.7,1
C80,JPK21+340,JPK,6,2022-05-31,-2.1,-0.06,-5.8,1
C80,JPK21+340,JPK,7,2022-06-24,0.7,0.03,-5.1,1
C80,JPK21+340,JPK,8,2022-07-16,1.3,0.06,-3.8,1
C81,JPK21+390,JPK,1,2021-12-10,-3.1,-0.12,-3.1,1
C81,JPK21+390,JPK,2,2022-02-18,-3.0,-0.04,-6.1,1
C81,JPK21+390,JPK,3,2022-03-08,1.2,0.07,-4.9,1
C81,JPK21+390,JPK,4,2022-04-06,-2.1,-0.07,-7.0,1
C81,JPK21+390,JPK,5,2022-04-27,-0.9,-0.04,-7.9,1
C81,JPK21+390,JPK,6,2022-05-31,-1.7,-0.05,-9.6,1
C81,JPK21+390,JPK,7,2022-06-24,1.1,0.04,-8.6,1
C81,JPK21+390,JPK,8,2022-07-16,-1.4,-0.06,-10.0,1
C9,K21+935,K21,1,2021-12-10,-0.8,-0.03,-0.8,1
C9,K21+935,K21,2,2022-02-18,4.1,0.06,3.3,1
C9,K21+935,K21,3,2022-03-08,-1.1,-0.06,2.2,1
C9,K21+935,K21,4,2022-04-06,1.2,0.04,3.4,1
C9,K21+935,K21,5,2022-04-27,-1.2,-0.06,2.2,1
C9,K21+935,K21,6,2022-05-31,-1.3,-0.04,0.8,1
C9,K21+935,K21,7,2022-06-24,-2.1,-0.09,-1.2,1
C9,K21+935,K21,8,2022-07-16,0.5,0.02,-0.7,1
